date,USDBRL,reer,USDBRL_z,neer_z,reer_z,brazil_rate_z,us_rate_z,rate_diff_z,vix_z,current_account_z,aec_z,pae_z,fx_gap_z,total_commodity_exports_z,total_export_value_z,total_export_kg_z,cxpi_dynamic_z
2/1/18,1.936152632,149.86,-0.195531561,-0.271491329,0.177101134,-0.907227757,0.05857323,-0.935950875,0.296300343,-0.3346398,-0.030481291,-0.734937772,0.674177372,-0.150011548,-0.825587336,-0.958731773,-0.631458596
3/1/18,1.84372381,155.76,-0.168780515,-0.298613166,0.13254446,-0.980239712,0.201988898,-1.081803972,-0.100013913,0.448132046,1.185159078,-0.038575021,0.535377905,-0.083396095,0.014311495,0.269670439,-1.020097667
4/1/18,1.821375,156.4,-0.077773018,-0.434818435,-0.071500125,-0.980239712,0.201988898,-1.081803972,-0.186419638,0.618935033,1.117264275,-0.189908254,0.648239444,-0.115188662,-0.081131554,-0.112722338,-1.178557431
5/1/18,1.7373,162.3,0.084371669,-0.557015723,-0.247228319,-0.980239712,0.201988898,-1.081803972,-0.664531313,0.882517017,0.962223289,0.09179298,0.319585153,-0.560579587,-0.157485993,0.76756725,-1.142708542
6/1/18,1.724176471,162.75,0.181638887,-0.627949758,-0.305526771,-0.980239712,0.345404565,-1.154730521,-0.715222671,0.678362483,-0.300583678,1.010829499,-1.071561399,-0.290971935,-0.062042944,0.747671621,-1.098101465
7/1/18,1.7468,161.86,0.22105735,-0.638381234,-0.319684967,-0.980239712,0.345404565,-1.154730521,-0.776282716,-1.068984967,-0.608730448,0.512544932,-0.735590228,-0.114815287,0.186108983,1.284473427,-1.114565154
8/1/18,1.77218,160.61,0.292722319,-0.671165872,-0.402968471,-0.980239712,0.345404565,-1.154730521,-0.845407296,-0.003365237,0.22114231,2.725987549,-2.455082392,-0.386524978,-0.004777115,0.849374103,-1.051226175
9/1/18,1.84656,157.74,0.425234091,-0.761174606,-0.552045943,-0.980239712,0.488820232,-1.227657069,-0.803932548,0.707348643,-0.911649202,1.189802802,-1.496312847,-0.185508985,-0.214751822,0.560678321,-0.907375913
10/1/18,1.786347826,162.82,0.171163074,-0.422002622,-0.075247883,-0.980239712,0.488820232,-1.227657069,-0.061995394,0.495918467,0.040245044,1.166147201,-1.073158144,0.131667873,0.300640642,1.151644955,-0.833148887
11/1/18,1.75847619,166.02,0.191175925,-0.427963466,-0.095235924,-0.980239712,0.488820232,-1.227657069,-0.057387089,0.22267443,-1.055154542,3.181647548,-3.418748245,0.001591056,-0.176574603,0.551488615,-0.855459097
12/1/18,1.802738889,165.54,0.260975027,-0.527211506,-0.238067133,-0.980239712,0.632235899,-1.300583617,0.583167348,-0.63826692,-0.413877025,0.683621124,-0.813418685,-0.019627368,-0.157485993,0.519819598,-0.901050591
1/1/19,1.807768182,167.52,0.159280414,-0.423194791,-0.07732997,-0.980239712,0.632235899,-1.300583617,-0.036649715,-1.291183095,-0.396285631,-0.996069168,0.764166249,-0.094481824,-0.672878458,0.292733391,-0.611298454
2/1/19,1.77052381,168.02,0.146490028,-0.394880785,-0.059007599,-0.980239712,0.632235899,-1.300583617,-0.536650841,0.586020026,-0.216654395,-0.724395963,0.58588652,-0.193158014,-0.863764556,-0.294863083,-0.528724288
3/1/19,1.759142857,167.2,0.233647896,-0.48637973,-0.183932856,-0.980239712,0.632235899,-1.300583617,-0.621904489,0.351133177,0.023237392,-0.393160639,0.37731646,-0.585474,-0.539258189,-0.603061186,-0.869169424
4/1/19,1.720785714,169.92,0.268886498,-0.521250663,-0.235152211,-0.980239712,0.632235899,-1.300583617,-0.799324243,0.556830147,0.290253346,-0.357862693,0.456816141,-0.354497246,-0.195663213,-0.649392745,-0.872603159
5/1/19,1.677070588,170.16,0.343630942,-0.574004126,-0.324681977,-0.980239712,0.632235899,-1.300583617,-0.364991468,0.446444097,0.311872192,-0.07979495,0.205986786,-0.336536055,0.071577325,0.481549858,-0.475235696
6/1/19,1.712176471,168.88,0.24240354,-0.458065724,-0.173106,-0.980239712,0.632235899,-1.300583617,-0.466374185,0.639685166,-0.659396475,0.145109396,-0.413457745,-0.491905414,-0.348372091,0.122312092,-0.221684294
7/1/19,1.69695,172.73,0.185995825,-0.394284701,-0.085658321,-0.980239712,0.632235899,-1.300583617,-0.757849495,-1.933564139,-0.484276725,-0.196198844,-0.020623498,-0.431876625,-0.042954334,1.005768917,0.022417405
8/1/19,1.673378947,174.31,0.356729277,-0.505156386,-0.263468602,-1.126263622,0.488820232,-1.373510166,-0.104622218,-0.40765815,0.178818011,0.084491992,-0.003645457,-0.379191564,-0.100220164,0.86963378,-0.488318763
9/1/19,1.667847368,174.23,0.428747551,-0.561784397,-0.383396848,-1.272287531,0.345404565,-1.446436714,-0.498632322,0.318974837,-0.425699957,1.314245054,-1.40790668,-0.368371942,-0.291106262,0.71998805,-0.503759819
10/1/19,1.658591304,174.13,0.404263565,-0.539133193,-0.379232673,-1.418311441,0.201988898,-1.519363263,-0.509001009,-1.261993216,-0.754393041,0.38090271,-0.673900092,-0.292494315,-0.119308773,0.996186659,-0.576839848
11/1/19,1.592325,180.56,0.452743431,-0.595761204,-0.452105739,-1.418311441,0.201988898,-1.519363263,-0.848863525,0.184666473,-0.473850059,-0.306138569,0.08654094,-0.238462216,-0.48199236,0.112908684,-0.702499708
12/1/19,1.61227619,177.81,0.420221087,-0.56625503,-0.37631775,-1.564335351,0.201988898,-1.66521636,-0.706006061,-0.005809853,-0.765869605,1.780757348,-1.987318586,-0.282446197,-0.310194871,0.002642221,-0.529420207
1/1/20,1.587127273,180.44,0.447105213,-0.609471144,-0.442528136,-1.564335351,0.201988898,-1.66521636,-0.685268687,-1.727692553,-1.236573564,-0.6712774,0.106530356,-0.630520346,-1.092827873,-0.637628797,0.029970949
2/1/20,1.56362,182.94,0.585484374,-0.7328606,-0.62825035,-1.637347306,0.201988898,-1.738142908,-0.029737257,-0.018178445,-1.073861764,1.678707304,-2.021682083,-0.443915388,-0.901941775,-0.891685156,-0.611372295
3/1/20,1.595665217,179.66,0.969545645,-1.066667824,-1.09338872,-1.783371216,-0.658505106,-1.446436714,4.360825621,0.414023833,3.621088617,1.319172123,0.2924353,-0.494539667,-0.348372091,-0.025324089,-0.983102559
4/1/20,1.738195238,168.53,1.282940574,-1.275595382,-1.387379489,-1.783371216,-0.658505106,-1.446436714,2.484093286,2.033436382,-0.508887056,0.683042318,-0.852906183,-0.667152348,-0.48199236,0.346183273,-1.130289137
5/1/20,1.779784211,166.67,1.508437998,-1.450844174,-1.645141934,-2.002407081,-0.658505106,-1.66521636,1.268652762,1.529292549,-1.439505921,1.671595485,-2.169083074,-0.717248538,-0.501080969,0.42487635,-1.051180056
6/1/20,1.774017647,167.16,1.191433617,-1.248771587,-1.371972041,-2.221442945,-0.658505106,-1.883996005,1.293998441,2.295650544,-1.692797983,0.485000388,-1.166568841,-0.846947854,-0.501080969,0.923158117,-0.577679563
7/1/20,1.831116667,164.78,1.250740801,-1.318811495,-1.471495828,-2.221442945,-0.658505106,-1.883996005,0.800909774,1.28998211,-1.731944614,-0.0420805,-0.690346749,-0.524807792,-0.138397383,1.619426251,-0.365455792
8/1/20,1.791665,169.64,1.379171206,-1.426106675,-1.624321058,-2.2944549,-0.658505106,-1.956922553,0.345839625,1.750384779,-1.514469109,1.178348316,-1.739578556,-0.701568854,-0.520169579,0.842567138,0.083485969
9/1/20,1.71965,174.5,1.335363291,-1.408224145,-1.589341986,-2.2944549,-0.658505106,-1.956922553,0.894227956,1.410379445,-1.739066394,-0.536294228,-0.231356508,-0.539064114,-0.367460701,1.245590341,0.408738646
10/1/20,1.790177273,167.17,1.49591011,-1.519691914,-1.725926933,-2.2944549,-0.658505106,-1.956922553,1.100449619,1.064553597,-1.8997434,-0.245518549,-0.57086809,-0.549450538,-0.48199236,0.389829109,0.41601548
11/1/20,1.850338095,162.58,1.348383883,-1.45024809,-1.596837502,-2.2944549,-0.658505106,-1.956922553,0.58892773,0.697948513,-1.846072076,-0.242266585,-0.55129582,-0.291601103,-0.539258189,0.094654413,0.62275468
12/1/20,1.974995455,154.71,1.15521826,-1.330733182,-1.397789927,-2.2944549,-0.658505106,-1.956922553,0.285931656,-0.991950462,-1.914634658,1.23318823,-1.95943616,-0.370581249,-0.310194871,0.487278981,1.794511546
1/1/21,2.047771429,151.64,1.30465924,-1.434451855,-1.559776342,-2.2944549,-0.658505106,-1.956922553,0.578559043,-0.992066873,-1.473425929,-1.418606032,0.705344738,-0.301244903,-0.997384824,-0.47129928,2.476317705
2/1/21,2.02927619,154.24,1.347432876,-1.455910891,-1.588509151,-2.2944549,-0.658505106,-1.956922553,0.374641533,0.232831227,-1.168466113,2.420394463,-2.754868463,0.011641237,-0.711055677,-0.929894601,1.623400491
3/1/21,2.029995652,153.32,1.51035187,-1.541448992,-1.700109047,-2.075419036,-0.658505106,-1.738142908,0.224871611,-0.977573793,0.843755901,-0.136097311,0.482705509,0.560622049,0.796944497,0.711510105,0.51266866
4/1/21,2.028473684,151.78,1.450752116,-1.503001553,-1.655968789,-2.075419036,-0.658505106,-1.738142908,-0.284346125,2.569331119,0.636456339,0.873373638,-0.548284495,0.987616522,1.140539473,0.804765699,0.380616632
5/1/21,2.030615,151.74,1.258439322,-1.38825532,-1.481073431,-1.856383171,-0.658505106,-1.519363263,-0.014760265,2.225105913,-0.203994447,0.662540644,-0.705287279,0.971150893,1.159628083,0.701894978,0.943171939
6/1/21,2.06046,150.75,1.074600124,-1.226120382,-1.25121096,-1.637347306,-0.658505106,-1.300583617,-0.337341636,2.123363325,-0.52396856,-0.303917145,0.063348987,1.17468562,1.560488889,1.27427298,1.958783635
7/1/21,2.083405556,149.87,1.16307984,-1.2615874,-1.284524361,-1.637347306,-0.658505106,-1.300583617,-0.263608751,0.514544112,-0.658111757,-0.054382373,-0.22643169,0.743383927,1.026007815,0.693579012,2.114721793
8/1/21,2.032565,154.35,1.23054175,-1.309870231,-1.336160134,-1.345299486,-0.658505106,-1.008877424,-0.278585744,0.911503177,-0.827134205,-0.811124236,0.40975952,1.09934227,1.350514181,1.123489105,1.017775425
9/1/21,1.973610526,159.58,1.250382422,-1.313446736,-1.319087016,-1.053251667,-0.658505106,-0.71717123,-0.007847807,0.477554745,-0.563602242,-0.714670938,0.430623377,0.686833094,0.816033107,0.582598866,0.093095141
10/1/21,1.981531579,160.96,1.435031533,-1.43922053,-1.488152529,-0.615179937,-0.658505106,-0.279611939,-0.232502691,-0.257838115,-0.902520138,-0.736394779,0.308141706,0.596430975,0.47243813,0.183240497,0.280213627
11/1/21,2.003114286,160.12,1.447009964,-1.433557729,-1.465665983,-0.615179937,-0.658505106,-0.279611939,-0.159921882,-0.882175566,-1.467554392,-1.050140636,0.363377227,0.292021065,0.071577325,-0.244598768,-0.284773769
12/1/21,2.029231818,158.6,1.51393903,-1.459785439,-1.499812219,-0.177108207,-0.658505106,0.157947351,0.168419871,-0.612860376,-1.256496555,-0.278103526,-0.269402089,0.873112122,0.816033107,0.657371256,0.143780108
1/1/22,2.166294444,149.33,1.430867113,-1.407330018,-1.432768999,-0.177108207,-0.658505106,0.157947351,0.379249838,-0.613151402,-0.681169237,-1.205383372,0.839809065,0.935849427,-0.062042944,-0.495196654,0.667532368
2/1/22,2.246445,144.72,1.19142206,-1.217179117,-1.167094621,0.260963522,-0.658505106,0.595506642,0.675333454,0.967292805,0.235216748,-0.555303112,0.618195927,1.839802543,0.644235619,-0.713277254,0.138541544
3/1/22,2.338454545,138.87,1.02953615,-1.038353819,-0.909748593,0.553011342,-0.515089439,0.814286287,0.815886766,0.876143554,1.728715517,0.598527883,0.168819607,1.533069869,1.770463597,0.658045868,0.201022414
4/1/22,2.272535,142.98,0.880299847,-0.850885297,-0.639077205,0.553011342,-0.515089439,0.814286287,0.516346921,1.88568263,1.615301103,1.951617324,-1.143830125,1.708875834,1.694109158,0.136423122,0.107640778
5/1/22,2.194582353,148.06,1.020078391,-0.933741019,-0.778577074,0.845059161,-0.228258104,0.960139384,1.085472626,0.395194469,0.105651083,0.775297443,-0.680235872,1.486653794,1.808640816,0.18649532,-0.073993006
6/1/22,2.288789474,143.21,1.08687634,-0.96831391,-0.850200888,0.991083071,0.201988898,0.887212835,0.961048383,1.659613861,-0.159761991,1.684465596,-1.641946615,2.014923642,2.40038772,0.965801516,0.109906271
7/1/22,2.345915789,141.36,1.313084358,-1.105711348,-1.117957353,0.991083071,0.632235899,0.66843319,0.58892773,-0.142446422,-0.565244006,-0.413056513,0.147982696,1.735356575,1.846818036,0.921188908,-0.248612934
8/1/22,2.381565,141.43,1.15205573,-0.949239211,-0.949308258,1.137106981,0.632235899,0.814286287,0.26289013,-0.532537281,-0.575873223,0.417265723,-0.63268024,1.633359204,2.037704134,3.507411284,-0.244462294
9/1/22,2.388110526,142.82,1.220066859,-0.922117374,-0.970961969,1.137106981,1.062482901,0.595506642,0.85851359,-0.563124083,-0.557730822,-0.161255693,-0.084235196,1.525482725,1.617754718,1.373342042,-0.21956467
10/1/22,2.328194737,146.89,1.229528903,-0.877113008,-0.929736634,1.137106981,1.062482901,0.595506642,1.166117969,0.013834382,-0.664626929,-0.458034547,0.148157232,1.487697594,1.293248352,0.541026292,-0.447337796
11/1/22,2.234790476,153.5,1.246810193,-0.926289965,-0.99761269,1.137106981,1.492729903,0.376726996,0.393074754,1.22319171,-0.939930171,-0.184811112,-0.223239569,1.829139697,1.44595723,0.832966561,-0.336543939
12/1/22,2.220280952,154.56,1.223950662,-0.955200055,-1.029676839,1.137106981,1.779561237,0.2308739,0.217959153,-0.5836996,-0.461766887,-0.739984275,0.497190405,1.424176408,1.178716693,0.84208548,0.0694168
1/1/23,2.23486,154.49,1.194332688,-0.962651109,-1.05466189,1.137106981,1.779561237,0.2308739,0.032474864,-0.88697749,-0.770788398,-0.532391265,0.172939084,1.539893761,0.51061535,-0.12255521,0.31603557
2/1/23,2.221540909,155.16,1.17376474,-0.911685899,-0.99095001,1.137106981,1.922976905,0.157947351,0.026714483,0.0887444,-0.115996157,-0.051469616,-0.000756439,1.021459557,0.014311495,-0.754933064,0.179322234
3/1/23,2.269352381,153.35,1.201979483,-0.908407435,-0.995114185,1.137106981,2.066392572,0.085020803,0.201830084,0.901171764,1.248337522,1.877188256,-1.228858875,2.185376524,2.41947633,1.356681614,-0.299245564
4/1/23,2.327242857,151.5,1.06596556,-0.787700358,-0.845620295,1.137106981,2.066392572,0.085020803,-0.238263072,1.037226283,0.331967671,0.964947369,-0.762171334,1.47836322,1.331425571,0.320803417,-0.49042906
5/1/23,2.450419048,146.21,1.039793611,-0.722727166,-0.777744239,1.137106981,2.209808239,0.012094254,-0.259000446,1.478566768,0.166028522,0.434030794,-0.335782453,1.897846875,2.40038772,1.966912586,-0.572342933
6/1/23,2.546366667,142.71,0.946666015,-0.596655331,-0.644490633,1.137106981,2.209808239,0.012094254,-0.678356229,0.995347683,-0.064176113,0.093373867,-0.114323801,1.428427931,1.808640816,1.49865942,-0.384226817
7/1/23,2.6327,141.07,0.91067515,-0.546286205,-0.609927979,1.137106981,2.353223906,-0.060832294,-0.686420763,0.457590381,-0.567858247,-0.204982577,-0.047626103,1.436526661,1.560488889,1.398072708,-0.316917007
8/1/23,2.633536842,145.98,0.983539017,-0.521846747,-0.63324736,0.991083071,2.353223906,-0.206685391,-0.465222108,1.229506968,-0.428889813,0.319399728,-0.479269753,1.698658562,2.094969963,2.372184308,-0.3692279
9/1/23,2.804455556,138.68,1.0072664,-0.490850362,-0.638660788,0.845059161,2.353223906,-0.352538488,-0.543563299,1.060071801,-0.968215435,1.622988928,-1.925086845,1.706402483,1.636843328,1.807370632,-0.076651022
10/1/23,3.112635,127.48,1.097966823,-0.552247048,-0.743181585,0.845059161,2.353223906,-0.352538488,-0.114990905,1.453480352,-0.867521446,0.025182185,-0.389034746,1.911723633,1.827729426,1.536617292,-0.089963126
11/1/23,3.057968182,131.31,0.979844058,-0.478630634,-0.672807024,0.699035252,2.353223906,-0.498391585,-0.676052076,1.330027247,-0.714573639,-0.003038783,-0.298215539,1.865845961,1.48413445,1.199198829,0.187310014
12/1/23,3.051778947,130.56,0.979067251,-0.324840877,-0.544966846,0.553011342,2.353223906,-0.644244682,-0.825821998,-0.226349134,-1.281287035,-0.192220339,-0.360130092,2.116894196,1.655931938,1.766765587,0.743898969
1/1/24,3.115504545,129.46,0.991237546,-0.250032293,-0.507072851,0.553011342,2.353223906,-0.644244682,-0.748632885,0.364724078,-0.900268283,-0.433088561,0.025559953,2.316858138,1.255071132,0.930840289,0.614932459
2/1/24,3.2147,127.35,1.026703931,-0.256887263,-0.568702644,0.406987432,2.353223906,-0.790097778,-0.680660381,0.327210864,-0.830480066,-0.53149716,0.146954648,1.381667361,0.606058399,0.253341803,0.156836489
3/1/24,3.502271429,118.1,1.037874005,-0.273875666,-0.63158169,0.260963522,2.353223906,-0.935950875,-0.702549832,-0.50570471,0.547465724,1.139092477,-0.834170847,1.486426881,1.44595723,0.827840728,-0.565112476
4/1/24,3.89092381,107.31,1.143541974,-0.344511659,-0.746929343,0.260963522,2.353223906,-0.935950875,-0.431811895,0.771141478,0.910143237,2.32590112,-1.790799646,1.814732787,1.942261085,1.408592239,-0.542644997
5/1/24,3.885566667,107.84,1.146352138,-0.362394189,-0.768583054,0.187951567,2.353223906,-1.008877424,-0.786651403,0.804231101,0.00090364,1.021862331,-0.954855611,1.441902435,1.923172475,1.52834926,-0.318190051
6/1/24,3.784838889,113.59,1.327910236,-0.509925061,-0.960551531,0.187951567,2.353223906,-1.008877424,-0.83158238,-0.046407939,0.259455871,1.372964128,-1.17413503,1.568072223,1.636843328,1.515476648,-0.529051132
7/1/24,3.868672727,113.26,1.436502022,-0.615133945,-1.10171707,0.187951567,2.353223906,-1.008877424,-0.635729405,-0.5293651,-0.251634516,0.693262028,-0.754076793,1.619725862,2.037704134,2.295329658,-0.379711635
8/1/24,4.045726316,112.88,1.44399754,-0.655667679,-1.175422971,0.187951567,2.353223906,-1.008877424,-0.0666037,-0.680902186,0.564329908,0.744689739,-0.458378363,1.406625723,1.636843328,1.636637534,-0.489202134
9/1/24,3.96851,115.55,1.436160682,-0.659244185,-1.176255806,0.260963522,2.066392572,-0.790097778,-0.256696293,-0.748769381,0.010311748,0.668327237,-0.620407489,1.657599696,1.598666109,1.665603395,-0.453523468
10/1/24,3.72143913,122.39,1.494717034,-0.667589366,-1.178337894,0.260963522,2.066392572,-0.790097778,0.008281262,-0.749962587,-0.491531875,1.548104777,-1.654254185,1.673205118,1.751374987,1.612420875,-0.170489954
11/1/24,3.569647619,125.65,1.624503494,-0.724813461,-1.234554259,0.406987432,1.922976905,-0.571318133,-0.445636811,0.113889021,-0.852024277,0.500335132,-0.826678355,2.016223235,1.48413445,1.051790486,-0.042046289
12/1/24,3.530080952,127.44,1.830188687,-0.862806984,-1.399455597,0.699035252,1.779561237,-0.206685391,-0.462917956,-1.579327648,-0.976336969,0.171398605,-0.571562714,1.132803678,0.911476156,0.33576846,0.095256739
1/1/25,3.441390909,131.44,1.776824893,-0.796343581,-1.327415366,0.991083071,1.779561237,0.085020803,-0.360383163,-1.460530954,-0.755800798,-0.280141797,-0.056549166,1.990239639,1.006919205,0.62623557,0.119569335
2/1/25,3.275795,139.69,1.595124666,-0.66133048,-1.130866296,0.991083071,1.779561237,0.085020803,-0.33618956,-1.587825598,-0.811277552,1.35455508,-1.608035719,1.667484849,0.49152674,-0.190414524,-0.25342633
3/1/25,3.209056522,142.1,1.581766987,-0.703056383,-1.177505059,1.283130891,1.779561237,0.376726996,0.224871611,0.495249108,-0.796490646,0.981625231,-1.253191255,1.705659858,1.636843328,1.029743399,-0.728157376
4/1/25,3.255771429,140.43,1.607922468,-0.72600563,-1.204988615,1.283130891,1.779561237,0.376726996,1.391924929,0.813107385,0.633143327,1.442242589,-1.081458666,1.726403828,1.865906646,1.424410852,-0.758011803
5/1/25,3.185245,144.23,1.525414916,-0.689048402,-1.155018513,1.429154801,1.779561237,0.522580093,0.065885078,0.328491377,0.024390713,0.951239706,-0.87894231,1.545876011,1.865906646,1.879779192,-0.646203215
6/1/25,3.34143,140.08,1.440054174,-0.635400812,-1.094637972,1.502166756,1.779561237,0.595506642,-0.171442645,-0.256266577,0.761651085,-0.035872463,0.354423893,1.461503588,1.694109158,1.860459364,-0.67409956
