date,corn,soybeans,sugar,iron,oil,coffee,soybean_price,oil_price,iron_price,wheat_price,corn_price,coffee_index,sugar_price,corn_share_primary,soybeans_share_primary,sugar_share_primary,iron_share_primary,oil_share_primary,coffee_share_primary,total_exports,primary_product_exports,USDBRL,BRLUSD,neer,reer,brazil_rate,us_rate,rate_diff,vix,aec,pae
6/1/21,22022096,5173983522,918075646,5267295310,3743887034,411036550,537.36,72.06,215.8157895,238.77,292.52,159.9233636,17.21409091,0.001417461,0.333025461,0.059092296,0.33903151,0.240976745,0.026456527,28257895138,15536300158,5.031304762,0.198755601,100.35,101.92,4.25,0.125,4.125,16.96,2458989600,4111879500
7/1/21,402796271,3983584471,824563720,5040514596,2058804985,337343193,523.57,73.04,214.3409091,243.63,278.45,171.3773636,17.7147619,0.031847626,0.31496744,0.065195235,0.398535035,0.162782173,0.026672491,25508595503,12647607236,5.156027273,0.193947772,99.16,101.12,4.25,0.125,4.125,17.6,2343423600,4588870700
8/1/21,832740996,3144567474,870268366,5612825309,3204026884,431538124,504.04,69.06,162.0909091,274.88,257.02,179.9706364,19.38363636,0.059076542,0.223082775,0.061738819,0.398186605,0.227300961,0.030614297,27216375900,14095967153,5.251122727,0.190435465,97.54,99.88,5.25,0.125,5.125,17.47,2197808700,3142342000
9/1/21,534134910,2458493179,855804960,4067901649,2486562157,472624459,469.44,73.01,113.71875,269.73,235.82,189.2526364,19.26428571,0.049113499,0.226057502,0.078690937,0.374041991,0.228638434,0.043457637,24376129510,10875521314,5.279090476,0.18942657,97.42,100.29,6.25,0.125,6.125,19.82,2424844700,3326714600
10/1/21,379965120,1719369047,827881879,3208897280,2985889023,560524850,452.02,82.22,114.4761905,294.04,239.6,200.3427619,19.61904762,0.03924235,0.177574409,0.085502665,0.33141113,0.3083791,0.057890346,22602637234,9682527199,5.539375,0.180525781,93.2,96.23,7.75,0.125,7.625,"	17.87",2132862800,3285189000
11/1/21,513251208,1321125517,929520699,2633020543,1934787450,572873698,454.58,79.55,90.13157895,317.44,248.77,214.1150909,19.74619048,0.064930871,0.167134201,0.117592687,0.333100663,0.244767928,0.07247365,20501766210,7904579115,5.55626,0.179977179,93.39,96.77,7.75,0.125,7.625,"	18.50",1646078900,2685456900
12/1/21,765101509,1359004129,727515623,2408757670,3006933960,722788560,473.81,73.11,110.4565217,324.02,264.57,221.5698261,19.16727273,0.08510488,0.151166718,0.080924073,0.267934426,0.334471638,0.080398265,24432406778,8990101451,5.650604348,0.176972221,92.51,95.95,9.25,0.125,9.125,"	21.35",1827907800,4161222800
1/1/22,669812337,1241913090,518470999,1939562041,2151151388,661161295,514.45,84.12,133.0454545,326.08,276.72,222.6707143,18.461,0.093261724,0.172918517,0.072189622,0.270056088,0.299516858,0.092057191,19779928894,7182071150,5.533504762,0.180717293,94.27,97.56,9.25,0.125,9.125,23.18,2323559300,2388707000
2/1/22,205805698,3135535476,674772589,1762036790,3938875347,830150131,583.69,92.47,139.7,347.5,292.67,228.7114,18.20315789,0.019512872,0.29728673,0.063976612,0.167062424,0.373453077,0.078708284,23513305117,10547176031,5.195978947,0.192456515,100.65,103.94,10.75,0.125,10.625,25.75,3113037000,3631349700
3/1/22,6181856,6463669703,558846646,2817665204,3479507047,825634677,617.2,109.48,147.3478261,387.67,335.93,212.4728696,19.10782609,0.000436834,0.456747861,0.039490262,0.199107104,0.245875404,0.058342535,29422320196,14151505133,4.967781818,0.201297085,106.65,110.12,11.75,0.375,11.375,26.97,4399704400,5836923000
4/1/22,231815124,6757748276,507582656,2498767775,3021133133,683001177,618.14,103.63,146.6666667,406.03,348.51,216.9663333,19.69904762,0.016920753,0.493264564,0.037049699,0.182391167,0.220519892,0.049853925,28969694687,13700048141,4.757415789,0.21019815,112.94,116.62,11.75,0.375,11.375,24.37,4301996500,8423383200
5/1/22,375218324,6614105349,604566769,2737665721,3097566778,587515292,617.12,109.9,131.0909091,444.16,344.91,213.2611818,19.28090909,0.026769495,0.471875298,0.043132081,0.19531543,0.220992133,0.041915564,29642851197,14016638233,4.95445,0.201838751,110.16,113.27,12.75,0.875,11.875,29.31,3001414600,6174821900
6/1/22,313127853,6306053953,923865415,3080720119,3971869769,724972636,621.2,114.74,131.0454545,397.65,335.72,222.7881818,18.79409091,0.020438341,0.411605939,0.060302131,0.201083388,0.25925011,0.04732009,32742194543,15320609745,5.048609524,0.19807434,109,111.55,13.25,1.625,11.625,28.23,2772758000,7912716800
7/1/22,1151354523,4721997992,1144008856,2833850816,3465106338,592522168,571,102.5,109.047619,321.98,312.68,209.2679524,18.34,0.082778612,0.339496159,0.082250482,0.203744574,0.249129774,0.042600399,29844324640,13908840693,5.36747619,0.186307301,104.39,105.12,13.25,2.375,10.875,25,2423430300,3903257200
8/1/22,2025847902,3732402585,1196682165,2574685738,3928197173,559274876,576.82,95.68,109.0652174,323.02,293.93,220.8451739,18.0626087,0.144526991,0.26627513,0.085373079,0.183681895,0.280243406,0.039899498,30786908834,14017090439,5.1404875,0.194534079,109.64,109.17,13.75,2.375,11.375,22.17,2414273100,5490436400
9/1/22,1809221726,2505176488,1234658509,2760982127,3464156399,673371596,537.55,88.25,100.8409091,346.32,312.55,220.6520455,18.18590909,0.14534742,0.201258328,0.099188743,0.221808982,0.278299883,0.054096644,28587334142,12447566845,5.236357143,0.190972459,110.55,108.65,13.75,3.125,10.625,27.34,2429903000,4384580000
10/1/22,1908625648,2333963206,1299867270,1839946217,2959747613,818735724,507.54,90.74,94.61904762,353.71,343.55,198.9612381,18.30095238,0.171010232,0.209119892,0.116466319,0.164856649,0.265189314,0.073357594,26852476461,11160885678,5.249695,0.190487257,112.06,109.64,13.75,3.125,10.625,"	30.01",2337810700,3817280700
11/1/22,1677032153,1548553519,1394786753,2009084769,4569070993,887424503,529.75,86.54,94.56818182,344.33,320.93,177.3812273,19.40590909,0.138758788,0.128128378,0.115405611,0.166233049,0.378048062,0.073426111,27652303451,12085952690,5.274055,0.189607427,110.41,108.01,13.75,3.875,9.875,"	23.30",2100633600,4339553300
12/1/22,1810380336,1197420177,952490043,2069380184,4507383498,698725306,541.83,78.31,111.4090909,323.65,302.24,175.0025455,20.065,0.161126367,0.10657206,0.084772938,0.184177713,0.401163398,0.062187524,26342396058,11235779544,5.241831818,0.190773004,109.44,107.24,13.75,4.375,9.375,"	21.78",2512577100,3278327600
1/1/23,1765074385,500406477,895355975,1816158463,3129362844,628952677,555.51,81.08,122.4318182,320.1,302.84,173.5257273,19.94318182,0.202062001,0.05728548,0.102498468,0.207909999,0.358242873,0.072001179,22796014477,8735310821,5.200081818,0.192304667,109.19,106.64,13.75,4.375,9.375,20.17,2246351300,3675146200
2/1/23,678147263,2813229185,522904846,1963985840,1194413455,440777061,561.29,80.65,127.075,332.41,298.25,191.8431,21.4035,0.089072179,0.369507432,0.068681652,0.257962404,0.156881868,0.057894465,20241628657,7613457650,5.171088889,0.193382868,110.9,108.17,13.75,4.625,9.125,20.12,2810462800,4594438500
3/1/23,401744620,7361533614,832705717,2376761067,5520902205,603132214,547.23,76.96,127.9782609,309.43,284.96,187.8109565,20.96173913,0.023498263,0.430580136,0.048705414,0.139018058,0.322920596,0.035277534,32822911866,17096779437,5.21086087,0.19190687,111.01,108.07,13.75,4.875,8.875,21.64,3985852900,8281110400
4/1/23,146507837,7749793839,461774691,2211597029,2393081486,525393075,546.87,82.02,117.125,312.81,291.18,195.6439,24.582,0.010861968,0.574563229,0.034235589,0.163965953,0.177421058,0.038952203,27100302410,13488147957,5.019133333,0.199237584,115.06,111.66,13.75,4.875,8.875,17.82,3196389100,6537341900
5/1/23,127443455,8115628761,1177032613,2933621798,3519997846,540171334,508.35,74.07,104.5217391,299.44,268.17,190.8505652,25.72956522,0.007764364,0.494436474,0.071709521,0.178727941,0.214452308,0.032909392,32666140787,16413895807,4.982240909,0.200712896,117.24,113.29,13.75,5.125,8.625,17.64,3053430500,5522483200
6/1/23,270698067,6821980473,1426827041,2451556255,2803459014,534955293,526.3,73.34,113.0909091,282.28,266.94,184.8071364,24.76227273,0.018917399,0.476745648,0.099712039,0.17132397,0.195916258,0.037384687,29600309149,14309476143,4.850966667,0.20614448,121.47,116.49,13.75,5.125,8.625,14,2855106400,4871310000
7/1/23,1035708546,4736404396,1484452233,2410740898,3642496370,517873028,555.11,78.84047619,113.9761905,278.62,235.2719473,173.721,24.00809524,0.074901132,0.342530775,0.107353708,0.174341732,0.26342073,0.037451922,28300073730,13827675471,4.800233333,0.208323207,123.16,117.32,13.75,5.375,8.375,13.93,2421178100,4300995100
8/1/23,2236761929,4193993160,1810115330,2855719030,3885418339,657774123,510.15,84.22130435,109.6086957,241.41,207.6758887,167.7498261,24.19304348,0.143017463,0.26816187,0.115737888,0.182593277,0.248431747,0.042057755,31101089774,15639781911,4.902943478,0.203959112,123.98,116.76,13.25,5.375,7.875,15.85,2540901100,5303363400
9/1/23,1993699774,3302415237,1622942987,2743337504,4304957390,577295857,487.15,91.71761905,120.4285714,229.39,223.8476664,165.6797619,26.56380952,0.137074453,0.227053626,0.111583512,0.188614902,0.295982218,0.039691289,28713085056,14544648749,4.93639,0.202577187,125.02,116.63,12.75,5.375,7.375,15.17,2076265500,7795202800
10/1/23,1902655364,2931693905,1539946611,2758682606,4225096703,807387307,471.93,87.73484848,118.75,216.46,221.9025188,164.4164545,26.90363636,0.134316501,0.206960691,0.108711354,0.19474709,0.298267473,0.05699689,29681867318,14165462496,5.064242857,0.197462884,122.96,114.12,12.75,5.375,7.375,"	18.89",2163014600,4740960100
11/1/23,1678407462,2727096294,1939140711,2563526076,4442158130,738161778,494.35,80.80090909,131.25,216,209.0402968,175.036,27.30954545,0.119133236,0.193569091,0.137640063,0.181958889,0.315304052,0.052394668,27886116219,14088490451,4.897735,0.204176012,125.43,115.81,12.25,5.375,6.875,"	14.02",2294781000,4687015100
12/1/23,1376168228,1990444086,2037854810,3507752422,3549804815,778939460,481.49,75.71,137.547619,229.63,207.3979689,187.8349048,22.14571429,0.103932633,0.150324713,0.153905323,0.264916699,0.26809263,0.058828003,28786226565,13240963821,4.89664,0.20422167,130.59,118.88,11.75,5.375,6.375,"	12.72",1806550500,4325390400
1/1/24,1117698882,1454942703,1699751779,2814408268,4877310690,741163432,452.63,77.56507246,136.5869565,226.08,198.7579285,187.1529565,22.47478261,0.087971242,0.114514847,0.133783147,0.22151493,0.383880742,0.058335092,26702655353,12705275754,4.913795455,0.203508675,133.1,119.79,11.75,5.375,6.375,13.39,2134802800,3864965500
2/1/24,389357570,2919575318,1580622541,2706590282,2712100038,752899944,429.73,80.65619048,125.9285714,219.24,188.9477445,192.116619,23.34190476,0.035200474,0.263948726,0.142898628,0.244693484,0.245191603,0.068067085,23348254025,11061145693,4.963789474,0.201458987,132.87,118.31,11.25,5.375,5.875,13.98,2194926200,3676855300
3/1/24,100879597,5357375724,1395259591,2434866952,3624408722,741771972,433.53,84.33365079,110.1904762,211.84,190.2272114,195.9911905,21.76904762,0.007387977,0.392350594,0.102182665,0.178318928,0.265435726,0.054324111,27657419417,13654562558,4.979535,0.200821964,132.3,116.8,10.75,5.375,5.375,13.79,3382043300,6870224100
4/1/24,23802559,6286351261,948084575,2413157474,4514763346,920420676,427.92,88.39712121,112.2272727,208.38,190.90005,226.0089545,20.64727273,0.001575642,0.416133321,0.06275971,0.159742145,0.29886072,0.060928462,30327524963,15106579891,5.128486364,0.194989307,129.93,114.03,10.75,5.375,5.375,16.14,3694494400,9138834900
5/1/24,85460547,5751861344,1392381165,2414204807,4850725506,931784730,447.49,82.55913043,119.2391304,227.43,201.0194705,218.5770435,18.79956522,0.005539883,0.372857867,0.090259525,0.15649808,0.314442761,0.060401885,30190264650,15426418099,5.132447619,0.194838813,129.33,113.51,10.5,5.375,5.125,13.06,2911173400,6646136100
6/1/24,170699783,6137462565,1538912625,2531317818,3623249503,804538822,430.97,82.31416667,108.1,205.23,191.2409429,235.1816,19.1695,0.011528954,0.414520295,0.103937174,0.170963586,0.244711953,0.054338037,28731639979,14806181116,5.388375,0.185584708,124.38,108.9,10.5,5.375,5.125,12.67,3133919300,7317274900
7/1/24,700644669,4962841652,1732212357,2873744472,3731437490,834958294,411.08,83.7326087,107.3913043,183.23,177.7677084,244.3314783,19.35173913,0.047226495,0.334517089,0.116758639,0.193702863,0.251515098,0.056279817,30841394890,14835838934,5.541447826,0.180458254,120.85,105.51,10.5,5.375,5.125,14.37,2693608700,6018009400
8/1/24,1168639113,3497445946,1789077425,2465373179,3587288745,875842336,361.83,78.5969697,100.9090909,175.51,169.2967424,247.4150455,18.41954545,0.087318306,0.261321954,0.133676179,0.184207604,0.268034823,0.065441135,28736329972,13383666744,5.552013636,0.180114831,119.49,103.74,10.5,5.375,5.125,19.31,3396572000,6116314600
9/1/24,1249652332,2585557270,1782859393,2460412443,3020437115,1074108841,372.1,72.41920635,96.23809524,188.51,183.6558277,267.8709048,20.6247619,0.102657481,0.212400514,0.146459819,0.202120012,0.248125386,0.088236788,28471402288,12173027394,5.540966667,0.180473925,119.37,103.72,10.75,4.875,5.875,17.66,2919278600,5970346000
10/1/24,1275360834,2024175124,1770988748,2250750562,3679669622,1311630186,368.49,74.50028986,106.6086957,197.37,189.5879059,260.3128696,22.35521739,0.103581974,0.164399008,0.143835773,0.182800961,0.298854594,0.10652769,29300866189,12312575076,5.623508696,0.177824923,119.09,103.67,10.75,4.875,5.875,"	19.96",2486934200,7652060100
11/1/24,981576129,1110678319,1618801871,2307822803,4515697166,1376567729,365.52,72.51428571,103.9761905,185.73,201.3082702,281.306,21.6552381,0.082408216,0.093246989,0.135906498,0.193753245,0.379115319,0.115569733,27857365197,11911144017,5.806457895,0.172222036,117.17,102.32,11.25,4.625,6.625,"	16.02",2176365600,5649225400
12/1/24,913303956,861496296,1352735524,2187536918,2227197287,1007941950,361.24,72.46090909,105.3409091,185.79,202.829961,312.1695909,20.31181818,0.106816528,0.100757303,0.15821076,0.255845929,0.260484454,0.117885025,24881044787,8550211931,6.096395238,0.16403136,112.54,98.36,12.25,4.375,7.875,"	15.87",2069268700,5020456000
1/1/25,789863213,433558617,998361810,2254259755,4665806686,1331811384,377.85,78.21449275,103.7826087,190.63,214.3599268,321.2351739,18.93,0.075414239,0.041395134,0.095321184,0.215231298,0.445479998,0.127158147,25383015598,10473661465,6.021172727,0.166080603,114.77,100.09,13.25,4.375,8.875,16.76,2259263300,4157326600
2/1/25,321944933,2546889605,870023398,1730330250,2125519122,1036681546,382.08,74.352,108.2,190.1,221.2545443,365.57505,20.1855,0.03729932,0.295072977,0.100797614,0.200469505,0.24625459,0.120105995,22744160225,8631388854,5.765045,0.173459184,119.3,104.81,13.25,4.375,8.875,16.97,2211469400,7282085600
3/1/25,209332410,5674187432,870850482,2034047047,2812218309,1437143197,369.34,70.986,103.652381,179.61,207.752,360.252619,19.05619048,0.016055834,0.435211203,0.06679439,0.156011777,0.215697653,0.110229143,28724342340,13037778877,5.746215789,0.174027575,117.9,103.69,14.25,4.375,9.875,21.84,2224208500,6569222000
4/1/25,48515455,5864208436,720288217,2063150038,4353084699,1254215949,378.07,66.341,100.9090909,174.82,215.569,349.0036364,18.17181818,0.003391868,0.409985227,0.050357611,0.144241298,0.304337821,0.087686176,29886791471,14303462794,5.783085,0.172918088,117.13,103.03,14.25,4.375,9.875,31.97,3455855600,7449702200
5/1/25,18182420,5501158269,996242502,2318194436,4246985434,1217642660,387.65,63.3,100.2727273,196.84,204.808,349.503,17.43136364,0.00127164,0.384739276,0.069675076,0.162129575,0.297025103,0.085159331,29933844915,14298405721,5.666780952,0.176467029,118.37,104.23,14.75,4.375,10.375,20.46,2931407800,6511139400
6/1/25,93247548,5337449772,1441930606,2349029611,3512620692,937487024,383.52,69.249,96.16666667,173.19,195.719,313.0778095,16.22619048,0.006820447,0.39039946,0.105467771,0.171816116,0.256925176,0.06857103,28968366765,13671765253,5.546455,0.180295342,120.17,105.68,15,4.375,10.625,18.4,3566566600,4624252800
