date,corn,soybeans,sugar,iron,oil,coffee,soybean_price,oil_price,iron_price,wheat_price,corn_price,coffee_index,sugar_price,corn_share_primary,soybeans_share_primary,sugar_share_primary,iron_share_primary,oil_share_primary,coffee_share_primary,total_exports,primary_product_exports,USDBRL,BRLUSD,neer,reer,brazil_rate,us_rate,rate_diff,vix,aec,pae
1/1/00,579149,5507660,81475121,256910176,1.00E-16,141109073,180.38,25.41,12.45,93.62,92.95,94.51657143,5.6295,0.001192692,0.011342408,0.167788878,0.529077705,2.06E-25,0.290598316,3446768506,485581179,1.80292381,0.554654609,191.72,113.62,19,5.5,13.5,23.2,,
2/1/00,886860,11255384,115509089,188297971,51,155685300,185.76,27.37,12.45,98.17,95.08,87.52514286,5.351,0.001880396,0.023864625,0.244912217,0.39924541,1.08E-07,0.330097244,4120793391,471634655,1.774490476,0.56354205,195.7,115.64,19,5.75,13.25,23.6,,
3/1/00,949107,104267700,32547599,269374011,1.00E-16,127370617,190.97,27.49,12.45,96.4,95.17,84.3333913,5.1112,0.001775661,0.195071913,0.060892514,0.50396531,1.87E-25,0.238294601,4467447649,534509034,1.741233333,0.574305569,201.65,119.02,18.5,6,12.5,22.72,,
4/1/00,671498,304337612,12733928,227359555,1.00E-16,118263733,197.1,23.77,12.45,94.43,95.54,79.6233,6.011,0.001012258,0.458777602,0.019195922,0.342736051,1.51E-25,0.178278168,4170220598,663366326,1.767368421,0.565812984,200.17,118.52,18.5,6,12.5,27.16,,
5/1/00,14612,337395241,11645550,306778408,1.00E-16,146694623,200.87,27.42,12.45,99.11,95.53,77.17691304,6.780869565,1.82E-05,0.420415311,0.014511075,0.382264846,1.25E-25,0.182790561,5060389264,802528434,1.827131818,0.547305887,197.11,116.64,18.5,6.5,12,26.37,,
6/1/00,235371,345376332,65750387,256030011,8830391,117014219,186.95,29.83,12.45,103.37,84.04,73.67172727,8.334545455,0.000296722,0.435401346,0.082888734,0.322766215,0.011132101,0.147514881,4850102157,793236711,1.807528571,0.553241601,196.18,116,17.5,6.5,11,21.54,,
7/1/00,1620096,353263286,153625221,252661162,50862353,91382131,169.5,28.34,12.45,97.13,75.06,73.73561905,9.64047619,0.001793304,0.391031342,0.170049588,0.279673652,0.056300145,0.10115197,5000307451,903414249,1.79702381,0.556475654,198.14,118.86,16.5,6.5,10,19.89,,
8/1/00,1908996,380247150,143489488,286715876,1.00E-16,148655773,167.87,30.01,12.45,96.65,75.24,67.00013043,10.59782609,0.001986433,0.3956715,0.149309997,0.298346222,1.04E-25,0.154685848,5516407914,961017283,1.80843913,0.55296304,199.51,121.15,16.5,6.5,10,18.09,,
9/1/00,552463,149138414,92535733,249105401,27486,128741572,180.45,32.44,12.45,103.44,80.15,64.72580952,9.8575,0.000890924,0.240506623,0.149226856,0.401717419,4.43E-05,0.207613853,4705729616,620101069,1.83839,0.543954221,198.72,120.38,16.5,6.5,10,19.69,,
10/1/00,524670,113417053,173247992,291083379,1.00E-16,148887098,173.61,31.65,12.45,107.78,84.71,64.623,10.41318182,0.000721533,0.155972582,0.238252855,0.400301587,1.38E-25,0.204751442,4634820927,727160192,1.878838095,0.532243839,196.09,118.76,16.5,6.5,10,"	25.20",,
11/1/00,27751,62305085,166778989,232935017,38934539,137490842,177.19,32.61,12.45,105.04,88.94,59.87154545,9.5135,4.35E-05,0.097584645,0.261215732,0.364831873,0.060980788,0.215343498,4374176633,638472223,1.94721,0.513555292,189.71,115.14,16.5,6.5,10,"	26.38",,
12/1/00,1393958,21316319,148492630,230989129,59930153,100336119,185.96,25.32,12.45,113.74,96.22,55.3207619,9.7175,0.002478331,0.037898487,0.264006466,0.41067778,0.106550392,0.178388545,4645995542,562458308,1.9625,0.50955414,185.85,113.33,15.75,6.5,9.25,"	26.53",,
1/1/01,5985099,58188005,229618827,320824466,66156287,83746369,175.42,25.96,12.99,109.48,94.3,55.70304348,10.05952381,0.007828581,0.076110602,0.300344152,0.419642211,0.086533209,0.109541245,4528675856,764519053,1.953709091,0.51184693,185.12,113.3,15.25,5.5,9.75,24.92,,
2/1/01,15656313,19676199,74282170,184787812,85843872,90751795,167.45,27.43,12.99,103.32,92.38,56.5403,9.3625,0.033240709,0.041775533,0.157712229,0.392332343,0.182259463,0.192679723,4062887664,470998161,2.001055556,0.49973625,181.57,111.42,15.25,5.5,9.75,23.41,,
3/1/01,25036056,161880205,116041631,284171828,8562194,103247297,164.38,25.28,12.99,105.57,91.01,55.86168182,8.716818182,0.035820076,0.231608418,0.166025356,0.406575885,0.01225027,0.147719995,5153769468,698939211,2.08825,0.478869867,175.83,107.96,15.75,5,10.75,28.5,,
4/1/01,29524758,336058402,71822001,208956350,79974562,108874074,158.61,25.91,12.99,106.15,87.55,54.77247619,8.052105263,0.035350095,0.402363888,0.08599273,0.250184161,0.09575382,0.130355306,4713703708,835210147,2.191655,0.456276193,169.03,103.85,16.25,4.5,11.75,28.13,,
5/1/01,63365518,416279892,78503793,270425701,75495977,100219590,163.87,27.49,12.99,110.77,85.08,57.594,8.959545455,0.063094812,0.414501485,0.078168414,0.269270404,0.075173448,0.099791438,5362183737,1004290471,2.296431818,0.435458171,162.66,99.98,16.75,4,12.75,22.94,,
6/1/01,60434341,435667608,163264621,232410641,87475491,102938576,170.23,27.11,12.99,109.43,83.16,53.43519048,8.742857143,0.055844417,0.402579116,0.150864846,0.2147593,0.08083182,0.0951205,5033408207,1082191278,2.375025,0.421048199,157.75,97.44,18.25,3.75,14.5,20.94,,
7/1/01,41310925,337766313,239760520,280662389,74907022,90955629,186.65,24.94,12.99,108.34,90.75,49.51331818,8.536190476,0.038776392,0.317043465,0.225050584,0.263443016,0.07031128,0.085375263,4957564819,1065362798,2.465222727,0.405642861,152.38,95.6,19,3.75,15.25,22.32,,
8/1/01,29199678,445356745,288672366,253708277,47229478,128580044,182.75,25.92,12.99,104.22,92.88,49.31782609,7.904347826,0.024481041,0.373387566,0.242023217,0.212709288,0.039597244,0.107801645,5719937959,1192746588,2.509830435,0.398433291,147.44,93.13,19,3.5,15.5,21.86,,
9/1/01,59289669,280168399,292192876,209206237,24735018,100035850,172.35,25.43,12.99,103.18,89.74,48.1288,7.160666667,0.061400111,0.290141115,0.302593609,0.216653024,0.025615472,0.10359667,4738230423,965628049,2.670863158,0.374410796,138.41,87.39,19,3,16,35.07,,
10/1/01,51013018,156751356,289734147,277010339,45721755,111578178,160.63,21.06,12.99,104.83,86.27,46.42830435,6.596086957,0.054746229,0.168222662,0.310937339,0.297282384,0.049067744,0.119743641,4943932135,931808793,2.739372727,0.365047074,135.28,86.2,19,2.5,16.5,"	32.72",,
11/1/01,62521935,36063289,280722955,210112839,35941686,111485062,162.56,18.73,12.99,106.8,89.88,48.29631818,7.278,0.084850546,0.048942659,0.380978226,0.285150948,0.048777628,0.151299993,4487381285,736847766,2.542265,0.393350024,145.97,93.81,19,2,17,"	26.63",,
12/1/01,53990753,41651477,151556334,199138802,88828204,79907503,160.15,18.61,12.99,104.37,92.31,46.90366667,7.41,0.087779413,0.067717933,0.246403786,0.323764461,0.144418945,0.129915463,4330618982,615073073,2.3619,0.42338795,157.41,101.85,19,1.75,17.25,"	23.72",,
1/1/02,32453524,26164097,148309753,218123301,43039514,73313686,160.06,19.33,12.68,106.19,91.97,47.61665217,7.313809524,0.05994328,0.048326394,0.273935522,0.402884632,0.079496132,0.13541404,3952038148,541403875,2.3771,0.420680661,157.77,102.19,19,1.75,17.25,22.25,,
2/1/02,46721168,14276816,127931406,199964262,45354146,71296639,160.2,20.16,12.68,103.84,90.73,48.69115,5.683157895,0.09241753,0.028240477,0.253056698,0.395542404,0.089713471,0.141029421,3652691211,505544437,2.4188,0.413428146,164.62,106.44,18.75,1.75,17,22.88,,
3/1/02,32616563,111716438,63761274,238544172,110677852,72208962,168.69,23.83,12.68,102.55,89.86,53.51919048,5.9245,0.051811365,0.177461406,0.101284695,0.378927085,0.175811614,0.114703836,4251755321,629525261,2.345845,0.426285624,171.74,111,18.5,1.75,16.75,18.98,,
4/1/02,13481637,288120366,52996253,267043902,116807723,91043552,171.36,25.51,12.68,104.8,87.11,54.54309091,5.178181818,0.016252856,0.347344963,0.063889901,0.321936126,0.140818141,0.109758014,4612069084,829493433,2.3196,0.431108812,175.46,112.94,18.5,1.75,16.75,19.9,,
5/1/02,12851921,217093531,90121572,188515319,141431989,72332638,176.64,25.72,12.68,104.1,90.33,51.5233913,5.611818182,0.017791894,0.300539131,0.124762165,0.260976133,0.195795089,0.100135587,4424075300,722346970,2.4796,0.403290853,163.77,105.21,18.5,1.75,16.75,20.09,,
6/1/02,4624694,217588612,186919262,60821793,53591019,55501770,185.37,24.57,12.68,115.41,93.17,49.51485,5.246,0.007986731,0.375770111,0.322804908,0.105037721,0.092550354,0.095850174,4064856073,579047150,2.713175,0.368571876,148.87,95.77,18.5,1.75,16.75,25.27,,
7/1/02,2241128,475948036,229823044,412530000,318457629,113068574,209.09,25.76,12.68,132.64,99.7,48.11404348,5.794761905,0.001443962,0.306654032,0.148075331,0.265793696,0.205182727,0.072850251,6202182481,1552068411,2.933834783,0.340850823,136.17,88.44,18,1.75,16.25,34.05,,
8/1/02,5020977,336591884,219061294,390037926,166749234,119413246,208.22,26.74,12.68,149.61,109.89,46.41845455,5.856818182,0.004059407,0.272130978,0.177108739,0.315341538,0.134814992,0.096544346,5738521055,1236874561,3.109309091,0.321614857,128.37,83.6,18,1.75,16.25,33.74,,
9/1/02,38041391,768879297,329862040,315501711,165038539,132204019,208.22,28.32,12.68,173.34,113.94,52.06904762,6.4095,0.021743815,0.439478384,0.188543555,0.180335434,0.094333234,0.075565578,6478828752,1749526997,3.341242857,0.299289828,120.71,78.88,18,1.75,16.25,37.65,,
10/1/02,34689611,353345438,268944873,262317965,238460322,135469437,200.09,27.45,12.68,180.04,109.65,55.99078261,7.02,0.026824056,0.273227563,0.207964061,0.202839744,0.184391606,0.10475297,6456465000,1293227646,3.805130435,0.262803081,105.94,69.98,21,1.75,19.25,"	35.24",,
11/1/02,35258665,99035723,183597483,261065421,116558859,140465321,210.22,24.65,12.68,164.28,108.65,60.27952381,7.296842105,0.042176371,0.118466409,0.219619081,0.312286133,0.139427563,0.168024443,5102634927,835981472,3.5756,0.279673342,111.02,75.47,22,1.25,20.75,"	28.18",,
12/1/02,9595517,121195326,192100759,234384653,175204057,124724369,208.24,27.96,12.68,149.2,107.01,55.97031818,7.508,0.011193962,0.141384349,0.224101388,0.27342904,0.204389991,0.145501269,5211040751,857204681,3.625119048,0.27585301,108.76,75.39,25,1.25,23.75,"	28.21",,
1/1/03,12028586,50676231,191222094,297849762,122667503,106362688,208.67,30.53,13.82,140.48,105.84,58.0846087,7.89047619,0.015405328,0.064902389,0.244903193,0.381464067,0.157103515,0.136221507,4780278337,780806864,3.437554545,0.290904475,112.83,79.66,25.5,1.25,24.25,27.42,,
2/1/03,5729793,40658869,114036377,263117374,273683107,129979182,209.61,32.93,13.82,141.66,106.14,58.6859,8.348333333,0.006926693,0.049152125,0.137857506,0.318080124,0.330852939,0.157130613,4981697380,827204702,3.589955,0.278555024,107.62,76.79,26.5,1.25,25.25,32.22,,
3/1/03,23132569,267833468,51681510,271919657,252928793,92020265,210.22,30.3,13.82,129.25,105.13,54.37609524,7.843333333,0.024108574,0.27913385,0.053862047,0.283392442,0.263600319,0.095902768,5209857493,959516262,3.446089474,0.290183992,111.29,79.99,26.5,1.25,25.25,30.63,,
4/1/03,18525242,589979729,38841745,287113939,104745062,94549996,221.71,25.65,13.82,126.05,105.34,56.51290909,7.261904762,0.016339712,0.520376411,0.03425936,0.253241448,0.092387682,0.083395387,5681705996,1133755713,3.1179,0.320728696,122.11,88.59,26.5,1.25,25.25,23.99,,
5/1/03,39824695,689872764,125548161,290711429,112243387,99745271,232.41,26.09,13.82,131.05,107.91,57.59222727,7.013809524,0.029327163,0.508026765,0.092454478,0.214081776,0.082656756,0.073453063,6363120746,1357945707,2.954942857,0.33841602,125.84,91.99,26.5,1.25,25.25,20.24,,
6/1/03,26964937,528488368,200808207,217323150,122827118,84196728,229.77,27.99,13.82,118.16,107.03,52.94880952,6.404761905,0.022839863,0.447640657,0.170088734,0.184077235,0.104037128,0.071316383,5851302730,1180608508,2.882405,0.346932509,128.57,93.89,26,1,25,20.36,,
7/1/03,26830200,407959512,187749596,242610788,153018416,82708838,214.03,28.66,13.82,115.78,97.67,54.67,6.732272727,0.024371652,0.370576715,0.170545425,0.220379489,0.138996788,0.07512993,6087497688,1100877350,2.879,0.347342827,129.97,95.13,24.5,1,23.5,19.16,,
8/1/03,34828670,539944618,321212145,220566460,113010236,95305699,208.22,29.73,13.82,133.48,100.35,55.601,6.709047619,0.026288411,0.407546026,0.242448445,0.16648186,0.085299253,0.071936005,6386781075,1324867828,3.0017,0.333144551,125.89,92.21,22,1,21,19.27,,
9/1/03,64414232,469804539,242232631,393245738,216359514,139228429,231.7,26.93,13.82,130.65,103.24,57.67990909,6.271428571,0.042230946,0.308010971,0.158811381,0.257817861,0.141848574,0.091280267,7255157716,1525285083,2.922,0.342231348,128.56,94.57,20,1,19,19.53,,
10/1/03,49479441,485045099,240238977,491411363,205555700,140963756,268.99,29.02,13.82,130.06,104.21,55.76373913,6.09826087,0.030681227,0.300766914,0.148967459,0.304714509,0.127461042,0.087408849,7532647324,1612694336,2.8607,0.349564792,128.83,94.91,19,1,18,"	18.02",,
11/1/03,26041209,130503767,167601338,282498244,175959390,127644594,279.72,29.11,13.82,141.35,108.1,53.8268,6.191111111,0.028608899,0.143371575,0.184127005,0.310352866,0.19330917,0.140230484,5918226834,910248542,2.913,0.343288706,126.62,93.57,17.5,1,16.5,"	17.40",,
12/1/03,47336415,86033383,255313514,197552394,268933282,122088210,283.19,29.97,13.82,145.07,111.99,56.20847826,6.343809524,0.048438032,0.088035558,0.261255189,0.202149848,0.275191917,0.124929456,6728473371,977257198,2.924454545,0.341944108,124.13,92.07,16.5,1,15.5,"	16.83",,
1/1/04,71560517,99169681,139354926,439895296,229702831,102248345,300.9,31.4,16.39,147.29,116.25,62.27318182,6.030526316,0.066141443,0.091659844,0.128801975,0.406583279,0.21230809,0.094505369,5785343912,1081931596,2.851033333,0.35075002,125.55,93.58,16.5,1,15.5,16.1,,
2/1/04,72104487,127324531,154802641,282396584,200683452,122181071,316.55,31.45,16.39,141.73,122.93,64.48095,5.873157895,0.075148547,0.132699834,0.161337997,0.294318617,0.209155774,0.127339231,5715580929,959492766,2.929511111,0.341353885,122.18,91.35,16.5,1,15.5,16,,
3/1/04,108076181,453433518,188841820,450429411,256672821,142163725,360.68,33.58,16.39,142.55,128.46,65.65008696,6.496086957,0.067563766,0.283463719,0.118054362,0.281585703,0.160458875,0.088873576,7907130664,1599617476,2.904656522,0.344274785,124.51,93.06,16.25,1,15.25,17.69,,
4/1/04,47702830,568559445,113086155,211224560,76173983,116715328,363.5,33.9,16.39,146.06,133.44,63.80009091,6.86047619,0.042085943,0.501613017,0.099770548,0.186353406,0.06720469,0.102972395,6581422428,1133462301,2.905185,0.344212159,125.28,93.58,16,1,15,15.7,,
5/1/04,32082415,738761974,130603466,301658855,231603147,129892820,347.87,37.54,16.39,143.18,129.29,65.21585714,6.6225,0.020505152,0.472172255,0.083473886,0.192802211,0.148026812,0.083019684,7921661037,1564602677,3.099619048,0.322620291,118.9,88.94,16,1,15,17.7,,
6/1/04,76956839,1045129879,262307551,394248972,295307681,131913393,320.23,35.68,16.39,136.86,123.28,69.51227273,7.514285714,0.034887386,0.473796086,0.118913729,0.178727662,0.13387391,0.059801227,9306490756,2205864315,3.128347619,0.319657571,116.47,87.6,16,1.25,14.75,15.34,,
7/1/04,38793328,658979792,271691763,489420402,231719816,127629971,289.79,37.99,16.39,132.39,104.49,63.26595455,8.165714286,0.021335705,0.36242827,0.149426093,0.269173337,0.127442166,0.070194428,8962900814,1818235072,3.035977273,0.32938323,119.37,90.62,16,1.25,14.75,15.5,,
8/1/04,49957954,580532355,267229515,505739417,321934004,159912723,225.79,41.92,16.39,122.06,104.09,61.70118182,7.879090909,0.026498592,0.307924743,0.141743314,0.268253231,0.170759553,0.084820568,9039689359,1885305968,3.0021,0.333100163,121.37,92.59,16,1.5,14.5,16.68,,
9/1/04,61224402,647732873,294095060,413057313,70818158,154868513,206.45,41.72,16.39,126.82,97.73,66.59909091,8.674285714,0.037291107,0.394526937,0.179130052,0.251588646,0.043134558,0.0943287,8910068943,1641796319,2.890347619,0.345979146,125.82,96.03,16.25,1.75,14.5,14.08,,
10/1/04,12153148,240321675,270747485,407410851,199131201,183275811,193.43,47.04,16.39,123.06,93.42,65.8872381,8.963809524,0.009255732,0.183026902,0.206198935,0.310280569,0.151656595,0.139581267,8177723377,1313040171,2.852055,0.350624374,126.33,96.46,16.75,1.75,15,"	14.97",,
11/1/04,14535863,115603969,272188404,446745135,192455031,192400009,195.82,42.33,16.39,127.13,93.76,72.994,8.666,0.011780151,0.093687744,0.220586868,0.362051097,0.155969365,0.155924774,8145723119,1233928411,2.78524,0.359035487,126.6,97.31,17.25,2,15.25,"	13.58",,
12/1/04,12188183,97078959,269214309,416648421,221454284,193906438,198.59,39.13,16.39,123.55,95.61,84.15065217,8.795238095,0.010068796,0.080198028,0.222400992,0.344197983,0.182945894,0.160188306,8667937031,1210490594,2.71736087,0.368004122,128.18,99.34,17.75,2.25,15.5,"	12.46",,
1/1/05,26404130,76755882,212321239,355237870,213392015,176193310,195.66,43.16,28.11,122.78,96.04,86.10242857,8.922,0.024902404,0.072390418,0.200245542,0.33503384,0.201255418,0.166172377,7480600323,1060304446,2.6922,0.371443429,130,101.15,18.25,2.25,16,13.44,,
2/1/05,38208551,90784746,283135035,417022083,194315237,192339915,197.59,44.46,28.11,123.13,94.36,96.95415,9.323684211,0.031426531,0.074670448,0.232878548,0.343000636,0.15982427,0.158199568,7777720295,1215805567,2.597,0.385059684,134.77,104.89,18.75,2.5,16.25,11.71,,
3/1/05,40359086,400654369,270682454,416993980,117354610,243785475,233.18,51.13,28.11,129.96,100.01,109.1636957,8.895,0.027089726,0.268926237,0.181686809,0.279893671,0.078770472,0.163633085,9258176578,1489829974,2.7039,0.369836163,128.98,100.42,19.25,2.75,16.5,13.13,,
4/1/05,2342619,613457998,231122158,581312383,290662344,233257580,228.76,50.91,28.11,120.06,96.47,105.8970952,8.525714286,0.001200017,0.314246549,0.118393339,0.297779817,0.14889306,0.119487218,9247138198,1952155082,2.5784,0.387837419,136.25,106.55,19.5,2.75,16.75,14.46,,
5/1/05,2365557,527635325,372191717,616498928,311846067,210799516,233.46,48.09,28.11,119.15,95.36,106.7375909,8.511428571,0.001158827,0.258475351,0.182327414,0.302007407,0.15276559,0.103265411,9849729906,2041337110,2.452,0.407830343,143.98,113.03,19.75,3,16.75,13.97,,
6/1/05,604576,695739146,378995793,686228123,23944671,213160445,254.74,54.08,28.11,122.47,97.62,102.8160909,9.033181818,0.000302489,0.348100581,0.189623735,0.343341911,0.011980286,0.106650999,10220075837,1998672754,2.4127,0.414473412,148.14,116.2,19.75,3.25,16.5,11.87,,
7/1/05,691584,660893436,388008871,652821732,850103722,178974595,253.35,56.44,28.11,130.16,105.66,94.31442857,9.5975,0.000253189,0.241953104,0.142050057,0.238998052,0.311222994,0.065522604,11084278042,2731493940,2.3727,0.421460783,151.51,118.77,19.75,3.25,16.5,11.05,,
8/1/05,1193766,686761605,409013881,701746093,636256386,248180783,230.43,61.92,28.11,131.56,99.29,91.33491304,9.875217391,0.000444912,0.25595325,0.152437805,0.261537907,0.23713016,0.092495966,11345352257,2683152514,2.359830435,0.423759261,150.69,117.97,19.75,3.5,16.25,12.95,,
9/1/05,1962589,543271447,375291329,628264690,560134172,188584214,212.02,61.95,28.11,137.39,97.07,83.70572727,10.81047619,0.000854225,0.236461132,0.163347095,0.273454791,0.243800703,0.082082055,10658371596,2297508441,2.2936,0.435995814,154.9,120.83,19.5,3.75,15.75,12.63,,
10/1/05,753171,441201013,322829803,700518209,189950194,221724120,211.17,58.29,28.11,143.07,101.55,87.8477619,11.61285714,0.000401268,0.235059422,0.171994589,0.37321629,0.101200091,0.11812834,9929497189,1876976510,2.25565,0.443331191,159.57,125.04,19,3.75,15.25,"	14.94",,
11/1/05,345761,340663805,365103632,746982435,476913355,221760131,210.9,55.05,28.11,136.35,95.98,90.85513636,11.808,0.000160687,0.15831801,0.169676026,0.347148041,0.221637791,0.103059445,10841578180,2151769119,2.21,0.452488688,164.13,129.5,18.5,4,14.5,"	12.15",,
12/1/05,5910939,233947151,308309116,793013716,299879245,204210112,216.54,56.59,28.11,139.99,102.68,91.06527273,13.92714286,0.003203292,0.126782051,0.167080736,0.429754776,0.162512369,0.110666776,10905317006,1845270279,2.2847,0.437694227,158.75,125.52,18,4.25,13.75,"	11.26",,
1/1/06,11085564,178997738,268212078,607706998,721417096,194381415,214.01,62.34,33.45,144.57,102.79,105.9556364,16.187,0.005593682,0.090320748,0.135337551,0.306643821,0.364020977,0.098083221,9282148569,1981800889,2.2731,0.439927852,157.73,124.92,17.25,4.5,12.75,12.04,,
2/1/06,23572936,171610923,264736525,576832015,235088202,220060400,214.37,59.9,33.45,158.89,106.94,102.27845,18.05263158,0.015800603,0.115028358,0.177449124,0.386642287,0.157576275,0.147503353,8757143569,1491901001,2.1611,0.462727315,166.62,132.15,17.25,4.5,12.75,12.47,,
3/1/06,14953283,620410217,424273827,835991094,360583552,222280363,212.71,61.36,33.45,155.79,104.95,97.44230435,17.08217391,0.006033217,0.250317585,0.171182223,0.337298236,0.145485038,0.0896837,11379482701,2478492336,2.1512,0.464856824,167.13,132.6,16.5,4.75,11.75,11.69,,
4/1/06,24364980,653130689,250084530,545378409,402166083,198579198,208.9,68.18,33.45,161.21,107.91,98.88805,17.46263158,0.011749498,0.314958511,0.120597994,0.262997245,0.193936118,0.095760633,9822123658,2073703889,2.1285,0.469814423,167.62,132.42,15.75,4.75,11,11.85,,
5/1/06,34756700,695941023,325178180,457643288,368935921,213171508,217.36,68.92,33.45,176.6,110.62,94.78426087,16.90045455,0.01658535,0.332092089,0.155169903,0.218380165,0.176050408,0.101722084,10277429381,2095626620,2.1773,0.459284435,161.56,127.36,15.75,5,10.75,14.45,,
6/1/06,39705393,510385914,640596183,790138827,448002825,194738326,216.5,68.45,33.45,176.92,109.61,90.27368182,15.68909091,0.015134123,0.194538894,0.244169891,0.301169624,0.170760932,0.074226536,11441854586,2623567468,2.2475,0.444938821,157.58,123.83,15.25,5.25,10,16.92,,
7/1/06,73344100,978044623,745257922,1069616747,869964337,201418704,217.25,72.47,33.45,181.35,114.31,92.8467619,15.857,0.01862638,0.248383048,0.189264815,0.271638596,0.220935107,0.051152054,13637840111,3937646433,2.1885,0.456933973,161.92,127.33,14.75,5.25,9.5,15.33,,
8/1/06,71397117,657746849,626602641,860180294,725140004,282485782,203.84,71.77,33.45,165.13,115.28,100.2878696,12.97956522,0.022148581,0.204044082,0.194382627,0.266842325,0.224950567,0.087631818,13646473652,3223552687,2.1551,0.464015591,163.48,128.27,14.25,5.25,9,13.35,,
9/1/06,45893914,449124734,522272895,786793164,970123330,284789467,199.31,62.09,33.45,164.94,120.27,100.0079524,12.3135,0.015002926,0.146820889,0.170733351,0.257206213,0.317137666,0.093098954,12556054220,3058997504,2.1679,0.461275889,163.25,128.25,14.25,5.25,9,12.18,,
10/1/06,45098588,379313988,757126569,913696848,536180576,311071765,217.89,57.99,33.45,182.43,142.26,99.993,11.50909091,0.015326684,0.128909258,0.257308265,0.310518427,0.18222012,0.105717247,12655903297,2942488334,2.1475,0.465657742,164.98,130.06,13.75,5.25,8.5,"	11.31",,
11/1/06,54082444,235974241,620804470,793800366,511483460,341978544,244,58.45,33.45,182.3,164.11,108.6230909,11.732,0.021141451,0.092245053,0.24267963,0.310305721,0.199944786,0.133683358,11874489874,2558123525,2.1571,0.463585369,163.01,128.78,13.25,5.25,8,"	10.82",,
12/1/06,43638897,116676618,720981287,711093267,745442427,287773871,243.31,60.9,33.45,179.53,160.72,112.938619,11.6965,0.016620502,0.04443797,0.274596107,0.270830112,0.283912485,0.109602823,12250207591,2625606367,2.14912,0.46530673,161.47,127.65,13.25,5.25,8,"	10.96",,
1/1/07,67986908,138464515,535143326,866132381,708401020,282104796,255.87,53.71,36.63,172.57,165.16,111.048,10.9035,0.026166595,0.053291802,0.205964337,0.333354399,0.272647232,0.108575637,10966848594,2598232946,2.1377,0.467792487,163.55,129.69,13,5.25,7.75,11.04,,
2/1/07,56857342,206561696,347062827,718149904,484405508,272636613,278.04,57.71,36.63,175.27,177.38,109.14505,10.57157895,0.027260897,0.099038348,0.166403208,0.344325116,0.232253714,0.130718716,10107260537,2085673890,2.0955,0.477213076,166.96,132.4,13,5.25,7.75,11.16,,
3/1/07,53286555,561777651,341694715,827541851,542596040,291641035,276.96,60.64,36.63,173.31,169.58,105.0565,10.36681818,0.020349736,0.214538679,0.130490654,0.316032037,0.207213366,0.111375528,12858871518,2618537847,2.0879,0.478950141,166.45,131.81,12.75,5.25,7.5,15.16,,
4/1/07,97177687,844895958,332823169,767607425,695026639,258628983,270.39,65.18,36.63,178.56,152.63,104.1393333,9.594,0.032434079,0.28199295,0.111083248,0.256197086,0.231972482,0.086320155,12433002581,2996159861,2.0312,0.492319811,169.53,133.87,12.5,5.25,7.25,12.93,,
5/1/07,109275172,825729511,354196252,891562872,570385642,256801132,283.21,65.24,36.63,178.01,160.14,104.5026522,9.086363636,0.036328779,0.274515651,0.117753348,0.296402101,0.189626002,0.085374119,13627574398,3007950581,1.9808,0.504846527,173.2,136.68,12.5,5.25,7.25,13.3,,
6/1/07,131189768,817432365,442092372,735935825,488465839,241757164,302.83,68.1,36.63,206.52,164.54,111.334381,9.26047619,0.045920751,0.286128319,0.154746928,0.257601839,0.170979173,0.08462299,13087980628,2856873333,1.9311,0.517839573,178.07,140.61,12,5.25,6.75,14.95,,
7/1/07,172062201,859556936,471486139,1089285350,702271805,243428952,313.48,73.43,36.63,222,147.22,110.0967727,9.895714286,0.048631361,0.242943679,0.133260023,0.307873718,0.198488883,0.068802336,14086693575,3538091383,1.882,0.531349628,181.31,143.28,11.5,5.25,6.25,17.27,,
8/1/07,228428966,763424128,541516296,995296167,874899327,278016493,309.01,70.35,36.63,240.69,151.03,112.4374783,9.613043478,0.062046426,0.2073631,0.14708796,0.270344742,0.237642262,0.075515509,15093709639,3681581377,1.9652,0.508854061,174.65,138.31,11.5,5.25,6.25,25.03,,
9/1/07,246332440,543682814,474203178,890848213,728282955,273692155,347.56,76.62,36.63,297.95,160.13,117.4655,9.851052632,0.078026348,0.172212741,0.150204912,0.282178154,0.230685246,0.086692599,13593241730,3157041755,1.8988,0.52664841,178.46,141,11.25,4.75,6.5,22.2,,
10/1/07,333173341,664188525,489688163,992179346,1008655552,355614503,358.4,82.12,36.63,303.63,164.11,121.2960435,9.994782609,0.086684894,0.17280828,0.127406852,0.258144788,0.26243156,0.092523626,15744759674,3843499430,1.8002,0.555493834,186.15,146.9,11.25,4.5,6.75,"	19.12",,
11/1/07,245941446,267529163,425973600,858182806,755651537,346184286,389.02,91.32,36.63,286.5,171.11,119.5157727,9.896,0.084823107,0.092268526,0.146914661,0.295979929,0.260617769,0.119396007,14001345906,2899462838,1.7691,0.565259171,187.72,147.88,11.25,4.5,6.75,"	25.58",,
12/1/07,177128235,190488327,340592571,925189314,1346023742,302670034,423.08,89.85,36.63,339.23,180.28,124.2117143,10.44631579,0.053968086,0.058038688,0.103773004,0.281890103,0.410111493,0.092218626,14215095053,3282092223,1.7852,0.560161326,185.98,147.11,11.25,4.25,7,"	21.65",,
