date,corn_kg,soybeans_kg,sugar_kg,iron_kg,oil_kg,coffee_kg,total_primary_exports,soybean_price,oil_price,iron_price,wheat_price,corn_price,coffee_price,sugar_price
6/1/24,850892808,1.40E+10,3191717993,33099647244,6897776400,203568661,58243603106,430.97,82.31416667,108.1,205.23,191.2409429,235.1816,19.1695
7/1/24,3553865826,1.13E+10,3766861138,39255049342,7308992662,202598738,65387367706,411.08,83.7326087,107.3913043,183.23,177.7677084,244.3314783,19.35173913
8/1/24,6063155322,8041521901,3919157090,34240512750,6978723515,207426364,59450496942,361.83,78.5969697,100.9090909,175.51,169.2967424,247.4150455,18.41954545
9/1/24,6421949905,6106462842,3878606276,36780787589,5911264815,243450952,59342522379,372.1,72.41920635,96.23809524,188.51,183.6558277,267.8709048,20.6247619
10/1/24,6404878694,4709986654,3727650083,35214899705,7552530143,279619010,57889564289,368.49,74.50028986,106.6086957,197.37,189.5879059,260.3128696,22.35521739
11/1/24,4726352992,2553033885,3386230106,33484438851,8953558171,285731754,53389345759,365.52,72.51428571,103.9761905,185.73,201.3082702,281.306,21.6552381
12/1/24,4265867312,2006089195,2830797560,30569960273,4779052193,202263286,44654029819,361.24,72.46090909,105.3409091,185.79,202.829961,312.1695909,20.31181818
1/1/25,3594034364,1069166594,2060389727,30890242653,9335191014,245816359,47194840711,377.85,78.21449275,103.7826087,190.63,214.3599268,321.2351739,18.93
2/1/25,1419488671,6428331592,1823286513,25319994284,4284593658,172506126,39448200844,382.08,74.352,108.2,190.1,221.2545443,365.57505,20.1855
3/1/25,871297909,1.47E+10,1832274014,28001221853,5762116922,219552322,51386463020,369.34,70.986,103.652381,179.61,207.752,360.252619,19.05619048
4/1/25,178347528,1.53E+10,1547593900,30071596703,9139309625,173541721,56410389477,378.07,66.341,100.9090909,174.82,215.569,349.0036364,18.17181818
5/1/25,38928130,1.41E+10,2231148658,34772655740,9478897516,170615833,60792245877,387.65,63.3,100.2727273,196.84,204.808,349.503,17.43136364
6/1/25,369533361,1.34E+10,3367709190,35974374441,7946833020,134168753,61192618765,383.52,69.249,96.16666667,173.19,195.719,313.0778095,16.22619048
